TIME,27.7576,30.2811,32.8045,35.3279,37.8513,40.3748,42.8982,45.4216,47.945,50.4684,52.9919,55.5153,58.0387,60.5621,63.0856,65.609,68.1324,70.6558,73.1792,75.7027,78.2261,80.7495,83.2729,85.7964,88.3198,90.8432,93.3666,95.89,98.4135,100.937,103.46,105.984,108.507,111.031,113.554,116.077,118.601,121.124,123.648,126.171,128.695,131.218,133.741,136.265,138.788,141.312,143.835,146.358,148.882,151.405,153.929,156.452,158.976,161.499,164.022,166.546,169.069,171.593,174.116,176.64,179.163,181.686,184.21,186.733,189.257,191.78,194.304,196.827,199.35,201.874,204.397,206.921,209.444,211.967,214.491,217.014,219.538,222.061,224.585,227.108,229.631,232.155,234.678,237.202,239.725,242.249,244.772,247.295,249.819,252.342,254.866,257.389,259.912,262.436,264.959,267.483,270.006,272.53,275.053,277.576,280.1,282.623,285.147,287.67,290.194,292.717,295.24,297.764,300.287,302.811,305.334,307.858,310.381,312.904,315.428,317.951,320.475,322.998,325.521,328.045,330.568,333.092,335.615,338.139,340.662,343.185,345.709,348.232,350.756,353.279,355.803,358.326,360.849,363.373,365.896,368.42,370.943,373.466,375.99,378.513,381.037,383.56,386.084,388.607,391.13,393.654,396.177,398.701,401.224,403.748,406.271,408.794,411.318,413.841,416.365,418.888,421.411,423.935,426.458,428.982,431.505,434.029,436.552,439.075,441.599,444.122,446.646,449.169,451.693,454.216,456.739,459.263,461.786,464.31,466.833,469.357,471.88,474.403,476.927,479.45,481.974
0.000000000,370.041,599.379,917.137,1302.18,1818.64,2040.16,1535.16,864.207,795.012,1304.54,2626.73,4397.78,4344.95,2136.7,476.919,478.372,1601.44,3235.52,3665.97,2309.88,791.464,37.1066,528.268,2264.02,3041.71,1938.52,674.661,96.1727,900.539,3721.42,6262.23,6054.96,8253.33,22909.2,43312.6,45547.2,26562.7,9868.91,6786.75,7874.48,5592.27,1845.24,152.926,425.639,1480.92,2611.61,2252.42,692.259,53.8217,785.855,2629.87,4562.12,4292.55,2178.52,685.398,474.339,1650.79,3727.78,4236.47,2679.83,1340.61,921.168,700.923,746.685,1107.79,1289.81,1089.22,748.613,489.919,389.232,529.15,888.917,1418.57,1904.97,1509.28,863.849,1742.16,4721.12,16760.1,43751,64144.6,52162.3,23246.5,6635.38,3199.7,2653.43,2556.13,2274.95,1549.03,991.911,488.405,255.209,560.092,965.324,1302.55,1958.77,2692.39,2441.01,1278.84,647.986,1092.25,2426.86,4291.93,4736.43,2750.82,675.147,255.866,973.644,2095.38,2517.61,1704.58,673.631,59.9887,301.358,1829.24,2915.07,2148.41,899.519,175.237,251.692,1813.07,3874.56,4368.5,5899.33,16758.9,34775.8,40343.3,25955.9,10076.8,6180.97,7748.6,6410.05,2641.79,324.803,234.184,990.164,1854.71,1773.04,658.448,82.4289,636.635,2388.9,4627.9,4769.6,2532.81,744.926,490.582,1401.2,3183.14,3949.67,2684.71,1311.54,953.991,741.009,387.104,375.571,641.931,729.703,540.725,324.268,288.872,454.525,719.067,1106.41,1528.81,1155.75,262.519,754.887,3104.89,11311.6,31414.8,50120,44547.3,21650.2,6255.04,2803.45,2693.48,2676.84,2186.37,1339.85,869.349
1.486077098,310.444,683.486,1038.25,1463.17,2261.56,2652.51,1906.87,836.905,785.457,1466.44,2964.22,6296.82,6833.21,2748.72,319.428,454.821,1814.87,4703.7,5540.87,3082.57,927.028,67.6239,706.012,3699.64,4853.38,2429.78,679.281,71.1235,1042.05,5658.7,8459.3,7085.06,7790.89,29296.3,70973.5,75951.7,35698.9,9286.57,7733.18,10520.8,8542.59,2473.95,32.7115,446.118,1711.03,4011.75,3575.96,872.14,24.4057,895.743,3446.88,6941.02,6504.59,2596.93,605.115,384.392,1821.26,5701.62,6328.63,3145.08,1407.44,1048.29,711.739,761.43,1342.41,1639.37,1288.41,835.534,522.133,362.369,560.379,994.046,1655.26,2451.48,1946.63,612.112,1973.38,5302.62,18956.3,68202.1,114200,86375.2,28676.6,6475.46,3637.51,2627.16,3228.95,2723.66,1758.58,1159.94,543.405,170.366,663.442,1158.59,1409.59,2345.74,3575.75,3352.33,1475.35,489.886,1262.91,2747.24,5904.86,7475.54,3921.09,579.105,217.013,1066.02,2932.76,3766.56,2298.32,785.587,141.828,459.184,3101.38,4826.82,2883.93,928.636,246.968,201.734,2742.13,5268.02,5195.35,5717.74,20441.3,55829.4,68203.5,36620.5,9735.15,6772.99,10160.5,9768.09,3857.34,182.517,271.302,1055.99,2723.55,2758.25,804.571,26.7813,693.854,3042.86,7058.32,7518.04,3271.17,583.183,481.487,1407.43,4626.7,6026.4,3353.08,1314.69,1109.51,918.466,369.098,357.855,824.836,903.128,631.524,324.739,270.696,504.952,816.414,1262.59,2030.53,1686.14,183.962,930.825,3838.68,12532,47579.3,89059,75799.2,28220.1,5932.89,3154.43,2737.91,3532.54,2690.62,1443.02,1028.82
2.972154195,209.997,689.048,1001.09,1407.5,2394.07,3009.62,2032.87,704.343,618.484,1523.83,2679.21,7796.13,9646.28,3151.77,142.033,353.59,1790.54,5975.07,7198.9,3578.67,914.571,149.566,955.151,5485.54,6720.08,2548.28,605.963,89.08,1137.58,7881.52,10194.5,6372.6,6771.93,30260.9,102400,112167,39585.9,7524.86,7098.4,12072.6,11944.2,2990.92,2.1871,405.663,1670.06,5361.79,5102.78,1063.61,56.6892,881.809,3883.63,9112.76,8615,2726.34,412.187,282.651,1705.78,7823.79,8375.82,2942,1365.2,952.868,667.94,600.829,1470.32,1778.11,1296.15,815.19,462.293,298.383,474.234,1036.95,1519.88,2873.49,2210.96,331.901,1802.48,5736.98,17124.7,90119.6,178756,123946,28407.2,6036.12,3200.06,2376.94,3361.41,2924.11,1631.74,1206.8,532.856,72.9702,726.585,1206.84,1272.06,2424.53,4042.88,4040.44,1518.59,261.464,1338.12,2584.5,6849.13,10502.8,5008.94,388.196,165.033,999.706,3626.91,4795.92,2717.46,771.756,232.081,729.811,4819.01,6964.61,3180.49,866.303,288.04,213.375,3800.73,6647.67,4597.51,5348.9,19785.2,78256.1,102444,43485.1,7615.05,6334.18,11038.9,13576.3,5038.2,122.805,285.35,928.653,3514.67,3831.98,924.18,14.7752,672.185,3300.11,9275.59,10381.8,3757.2,325.574,443.255,1128.05,5945.19,8251.3,3435.38,1164.53,1048.4,1021.23,320.389,317.002,938.107,916.168,680.178,252.155,237.459,441.824,862.962,1147.56,2349.2,2327.25,170.375,1048.46,4443.14,11290.9,60304.9,138581,112540,30031.3,5086.23,2847.21,2451.03,3994.86,2895.79,1277.76,1074.07
4.458231293,89.5589,646.689,801.94,1164.73,2185.73,2934.96,1968.87,454.848,400.757,1420.82,1924.52,8442.17,12696.5,3153.69,53.1696,214.072,1489.8,6714.07,8444.93,3378.95,906.53,183.203,1186.08,7589.87,8281.52,2161.5,513.628,112.385,1281.72,9929.86,11255.2,4167.09,5713.83,25537.7,132674,148987,37133,5541.58,4888.28,12528.8,14876.5,3490.6,55.4925,317.414,1359.21,6298.75,6828.93,1178.4,84.9949,877.673,3588.74,10605.3,10349.9,2364.47,242.103,205.36,1289.09,9971.99,10049.3,2090.85,1261.2,665.89,582.604,354.138,1457.6,1646.92,1127.12,675.727,357.193,188.498,362.476,896.975,1235.85,2750.52,2654.9,32,1485.15,5433.08,12529.3,102626,252562,157333,22289.6,5526.75,2143.55,1781.67,3134.16,2743.67,1262.71,1094.03,460.867,6.81163,776.233,1097.35,936.602,2215.1,3823.86,4457.21,1348.13,107.594,1206.43,2150.96,6610.42,13683.6,5694.15,222.038,75.9589,859.065,3840.38,5585.42,2615.19,749.883,239.161,1036.08,6953.07,9032.33,2798.06,793.259,250.087,314.379,4895.09,7749.65,2926.56,4934.3,15064,98164.8,138454,44772,4892.86,4669.33,10633.9,16678.2,6163.7,193.366,251.483,692.815,3943.38,5011.36,959.284,24.1041,645.392,2982.36,10620.4,13121.4,3672.02,155.33,345.546,664.579,6938.15,10405.3,2838.94,977.402,756.754,1052.78,301.276,318.59,928.099,778.108,666.577,151.523,172.485,341.564,756.81,934.958,2189.67,3165.47,418.195,1149.21,4252.61,8757.11,64651.5,194103,148808,26001.8,4346.13,1893.46,1912.85,3903.56,2876.81,865.134,1021.41
5.944308390,9.42559,587.624,503.036,826.7,1710.02,2463.63,1723.71,201.296,232.119,1138.55,1088.51,8234.01,15750.2,2936.42,32.5886,139.822,936.349,6955.7,8931.95,2582.46,904.372,139.203,1453.18,9647.07,9375.78,1372.49,504.889,63.6748,1528.25,12041.3,10546,2062.02,4469.76,17451.6,157084,181514,29572,3895.49,2509.62,11046.5,17198.6,4050.38,88.7112,267.401,807.926,6822.93,8392.13,1325.2,71.0194,895.251,2690.41,10999.7,11570.6,1627.82,169.463,159.945,807.444,12164.4,11029.9,1043.45,1045.63,365.428,438.844,137.463,1322.57,1302.7,835.229,476.69,241.594,74.3659,254.543,662.46,813.11,2370.37,2943.52,80.8744,1266.11,4145.92,7598.25,103127,326631,180798,13211.5,4569.77,1268.98,883.526,2745.52,2261.74,751.161,928.755,310.936,25.4935,847.436,842.559,567.637,1756.39,3045.73,4411.46,1179.68,47.1629,886.681,1706.57,5394.31,16713.1,5965.73,102.948,26.988,608.719,3657.05,5891.12,2072.53,708.702,160.94,1373.44,9221.55,10694.7,1925.86,775.027,112.886,511.981,6348.59,7726.63,1421.44,4023.58,8763.04,111869,171957,40327.1,2824.42,2539.15,8775.8,18483.2,7303.05,292.132,186.568,377.263,4071.63,6033.76,1028.06,21.1304,640.249,2222.83,10716,15344.5,3178.78,90.7084,237.461,187.468,7839.46,12017.4,1922.61,744.252,427.502,943.096,402.852,421.597,799.577,551.865,604.785,59.5414,95.431,242.382,538.433,667.61,1773.17,3871.99,1089.18,1278.26,3177.04,6284.29,59822.1,248178,179054,17974.8,3627.97,982.808,1014.49,3634.43,2515.09,424.643,906.38
7.430385488,20.8655,528.733,212.541,475.976,1179.88,1701.85,1396.31,62.8741,107.351,771.827,555.056,7612.49,18629.9,2819.73,44.4168,167.592,416.914,6653.12,8703.32,1507.86,888.822,63.4156,1752.68,11368.6,9745.78,651.64,484.479,12.3543,1879.43,14075.2,8540.3,844.022,2832.7,9525.79,173516,206403,20474.2,2471.03,1066.86,7959.58,18921.7,4549.04,80.7204,243.717,335.186,6815.67,9574.35,1537.29,32.0877,918.024,1533.61,10433.2,11988.7,985.187,170.371,159.104,649.369,14386.8,11381.8,278.81,706.96,146.508,313.559,23.4246,1089.68,899.696,496.291,298.219,144.642,13.6293,162.757,383.384,492.36,1785.74,3293.96,438.805,958.594,2498.32,4176.52,94634.3,391265,192759,5234.78,3206.25,725.646,275.532,2045.87,1806.81,325.554,708.822,157.785,138.341,945.836,526.843,278.57,1234.63,1921.88,4014,1100.02,36.0226,565.127,1422.69,3958.36,19405.9,5974.9,35.3436,69.5059,331.445,3159.37,5696.66,1323.61,636.077,66.4146,1697.02,11314.5,11602,1059.16,693.095,41.4013,757.757,8023.18,7063.74,494.649,2475.22,3533.2,118628,199303,32798.2,1595.51,1037.57,5653.35,19283.8,8055.67,378.032,135.006,131.365,3900.38,6763.93,1170.67,6.92535,655.207,1308.25,9773.75,16549.9,2732.79,66.483,207.436,3.17203,8850.97,12972.4,1065.68,451.682,207.282,746.237,654.106,625.776,608.025,319.986,519.453,9.04111,40.2763,147.091,293.183,471.674,1166.27,4673.66,1885.53,1177.66,1867.22,4530.61,49257.7,293553,199886,9753.51,2731.65,462.49,311.624,2959,2159.24,111.993,735.098
8.916462585,114.447,492.502,32.7995,206.304,727.001,893.582,1126.59,32.8392,18.5678,446.941,423.791,7264.7,21471.3,2971.8,69.7745,190.633,122.361,6045.17,7999.79,589.558,795.012,24.5601,1990.05,12479,9495.11,244.703,419.885,9.05828,2390.54,15504.8,6669.32,274.454,1418.5,4888.11,182652,221585,14406.4,1417.41,415.569,5124.73,19423.4,5085.26,38.3442,221.67,90.9067,6403.32,10243.5,1741.76,12.8016,863.077,592.783,9223.86,11847.1,620.23,162.482,193.344,972.651,16838.9,11467.2,5.97569,341.369,26.9003,251.05,58.2006,788.22,559.966,221.91,198.411,90.5001,15.3922,86.9797,180.262,283.981,1290.22,3722.27,971.265,519.436,1235.09,2523.61,85236,436865,196727,947.074,2107.33,344.429,41.2502,1440.91,1429.63,127.621,495.487,44.832,299.877,1067.58,279.818,112.419,768.028,860.806,3456.22,1117.86,29.1821,370.709,1278.38,3219.71,21936.6,5888.19,16.5927,117.022,167.597,2445.07,5251.86,626.538,520.635,23.399,1918.43,12840.7,11763.6,518.8,542.255,75.9395,1059.65,9639.4,6488.5,87.6624,1038.13,824.063,121219,216763,26937,932.233,349.54,2911.73,18691.2,8461.37,381.147,100.233,19.8905,3537.8,7158.84,1345.71,1.16694,629.653,585.801,8212.71,16860.8,2437.5,48.2681,257.852,237.791,10301.3,13409.8,526.147,161.496,114,628.443,970.562,841.13,438.561,159.649,443.38,5.29679,8.09925,76.5619,115.976,319.021,742.647,5363.4,2750.78,759.356,860.388,3395.33,39492.4,324399,210957,4740.95,1946.8,194.994,29.7472,2168.39,1853.35,53.612,540.623
10.402539683,269.694,507.187,7.35804,47.4772,377.828,339.145,892.162,132.909,8.65413,198.654,537.436,8038.8,24044.8,3639.18,125.179,140.469,7.53361,5665.17,7008.48,117.212,626.425,48.7406,2231.65,12432.7,9108.71,167.224,281.629,73.0511,3015.92,16483.4,5375.38,60.1249,745.011,4651.61,186420,227612,13505.5,860.204,139.418,3393.93,19001,5613.36,3.3213,134.35,38.8064,6113.87,9951.02,1980.71,39.4937,739.784,101.046,7768.18,11622.1,509.496,119.91,251.175,1814.55,19475.1,11880.6,92.8017,80.0941,49.8713,242.328,147.402,541.533,305.53,68.8526,196.506,94.591,79.432,21.5334,59.4809,222.833,1205.91,4016.81,1389.44,202.478,664.416,1986.35,82027.7,457880,197328,711.088,1637.19,149.37,51.9048,933.688,1337.92,197.552,272.418,1.66353,467.12,1238.39,156.385,31.5678,415.038,231.688,2786.6,1364.21,5.05161,246.646,1205.07,4055.33,24114.6,6144.84,33.578,90.8209,93.4705,1911.9,4651.83,227.683,367.141,44.5129,2106.86,13262.3,11427.8,429.29,360.612,175.427,1425.48,11268.8,6023.51,103.424,362.007,795.344,122514,223785,25325.3,565.253,153.637,1466.09,17115,8538.52,274.605,45.2475,3.3478,3356.42,6960.44,1538.4,24.772,580.579,164.92,6599.19,16552.2,2348.81,33.5125,309.633,844.962,12439,13569.2,339.187,10.3024,143.453,627.598,1207.8,1022.38,320.273,95.7968,390.929,40.1761,1.65006,26.5383,32.6503,227.335,729.831,5876,3303.99,346.448,316.6,2524.3,35971.2,337721,214081,4108.83,1482.59,81.6815,74.6771,1488.21,1615.29,268.997,339.769
11.888616780,474.27,599.079,66.14,0.893654,167.368,78.1562,720.686,351.927,101.508,39.9176,769.712,10171.4,25814.7,4909.76,251.192,48.2284,41.4121,5740.32,6064.56,53.4893,429.898,151.51,2334.96,11348.1,8534.67,417.184,157.262,156.752,3795.94,16877.2,4886.76,28.0704,686.593,7480.54,186711,225856,16739.3,734.387,64.2363,2767.89,18005.8,6183.89,10.7133,44.6443,155.154,5925.51,8886.26,2057.18,147.44,569.867,2.85448,6540.82,11527.1,634.269,60.5476,360.31,3159.51,21672.1,12966.3,378.277,1.60531,206.925,290.218,185.882,373.861,178.857,22.5537,229.918,183.536,202.375,0.988393,3.7558,253.904,1549.18,4213.88,1432.35,72.0245,568.531,1957.48,86570.1,453773,196894,3037.13,1528.16,161.431,172.748,605.728,1373.53,470.724,132.624,20.985,648.222,1440.63,140.689,23.437,183.206,10.8902,2247.45,1781.76,16.6346,120.146,1203.33,6612.11,25578.3,6924.95,108.62,26.4005,79.1723,1766.32,4095.38,140.308,213.139,117.298,2213.86,12521.3,10567.7,795.951,231.14,230.691,1956.16,12582.1,5939.26,265.781,326.289,2377.88,124508,221010,27667,422.885,172.572,1075.58,15340.7,8377.72,117.539,5.44318,37.1525,3399.19,6293.46,1570.08,103.772,498.874,22.4218,5381.23,15844.9,2495.44,23.006,344.66,1777.54,14788.9,13780.3,423.679,51.9794,270.914,705.885,1254.21,1091.74,285.922,93.1513,342.75,108.953,25.4081,1.79334,7.88164,199.513,1146.6,6171.97,3363.28,102.508,124.747,1818.18,39437.5,333986,211072,6556.85,1228.87,143.967,340.18,927.954,1353.07,692.837,234.704
