TIME,30.0463,30.3998,30.7617,31.1323,31.512,31.901,32.2998,32.7087,33.128,33.5582,33.9998,34.4531,34.9187,35.397,35.8887,36.3941,36.9141,37.449,37.9998,38.5669,39.1513,39.7536,40.3748,41.0156,41.6772,42.3604,43.0664,43.7963,44.5515,45.3331,46.1426,46.9815,47.8516,48.7544,49.692,50.6664,51.6797,52.7344,53.833,54.9784,56.1736,57.4219,58.7269,60.0927,61.5234,63.024,64.5996,66.256,67.9996,69.8374,71.7773,73.8281,75.9995,78.3026,80.7495,83.3543,86.1328,89.1029,92.2852,95.7031,99.384,103.359,107.666,112.347,117.454,123.047,129.199,135.999,143.555,151.999,161.499,172.266,184.57,198.768,215.332,234.908,258.398,287.109,322.998,369.141,430.664
0.000000000,0.0799886,0.00141909,0.000277588,0.00161286,0.953137,4.53636,2.99745,0.155143,0.00224791,0.00816435,0.0139213,0.244385,0.335559,0.0848555,0.197418,0.389033,0.0809224,1.63013e-05,0.000202379,3.75503e-05,0.820679,4.80588,3.9427,0.332434,5.82121e-05,0.000111661,0.00795493,0.18444,0.502252,0.201715,0.178315,0.485807,0.181102,1.77656e-06,0.000179392,0.000131932,0.464214,3.80844,3.81347,0.396346,1.3301e-06,2.74271e-06,0.00427909,0.0675573,0.402434,0.301346,0.307625,0.785087,0.302142,2.25762e-06,2.3657e-06,2.57527e-06,0.147879,2.50736,3.70257,0.512049,7.23881e-07,4.96348e-06,6.88693e-06,0.0690668,0.604846,0.56144,0.175525,0.462057,0.335026,0.00360263,4.1428e-06,3.66071e-06,0.0211797,2.22583,4.64404,1.23642,0.000890125,1.1187e-06,1.26393e-06,0.0245848,0.392906,0.309251,0.0283871,0.116656,0.120488
1.486077098,0.115363,0.00150571,0.000277588,0.00161286,1.0423,5.06566,3.45279,0.159509,0.00224791,0.00816435,0.0569592,0.308504,0.356379,0.0848555,0.199688,0.398668,0.102476,0.00143139,0.000202379,3.75503e-05,0.925788,5.4206,4.5429,0.353129,5.82121e-05,0.000111661,0.0376912,0.240236,0.520023,0.201715,0.178315,0.508179,0.230715,0.00609774,0.000179392,0.000131932,0.479139,4.23654,4.36986,0.42724,1.3301e-06,2.74271e-06,0.0660712,0.217607,0.45965,0.301454,0.307625,0.802655,0.37927,0.039262,2.3657e-06,2.57527e-06,0.147879,2.83708,4.20485,0.582034,7.23881e-07,0.000390606,0.00630499,0.152413,0.661935,0.563881,0.175525,0.482669,0.432364,0.0737669,0.00154201,3.66071e-06,0.0211797,2.66119,5.37071,1.48339,0.000890125,1.1187e-06,0.00118575,0.0591823,0.424053,0.313315,0.0283871,0.124572,0.164266
2.972154195,0.13431,0.00489763,0.000277588,0.00161286,1.05169,5.36504,3.71394,0.219259,0.00224791,0.00816435,0.0569592,0.308504,0.356379,0.0848555,0.199688,0.403776,0.116731,0.00697312,0.000202379,3.75503e-05,0.932129,5.63043,4.68898,0.361633,5.82121e-05,0.000111661,0.0376912,0.240236,0.520023,0.201715,0.178315,0.516348,0.267139,0.0466282,0.000179392,0.000131932,0.488804,4.43633,4.64355,0.441136,1.3301e-06,2.74271e-06,0.0660712,0.217607,0.45965,0.301454,0.307625,0.802655,0.37927,0.039262,2.3657e-06,2.57527e-06,0.14844,2.99791,4.61065,0.683972,7.23881e-07,0.000390606,0.00630499,0.152413,0.661935,0.563881,0.175525,0.491539,0.477935,0.131869,0.00178449,3.66071e-06,0.0312946,2.79381,5.71456,1.48953,0.000890125,1.1187e-06,0.00118575,0.0691604,0.428343,0.313315,0.0283871,0.124572,0.181842
4.458231293,0.135095,0.00489763,0.000277588,0.00161286,1.09859,5.55855,3.85041,0.219259,0.00224791,0.00816435,0.0670154,0.313209,0.356379,0.0848555,0.20631,0.412455,0.117944,0.00697312,0.000202379,3.75503e-05,0.957604,5.8084,4.872,0.361633,5.82121e-05,0.000111661,0.0390441,0.247471,0.522053,0.201715,0.178315,0.516348,0.267139,0.0466282,0.000179392,0.000131932,0.639602,4.94846,5.07569,0.494425,1.3301e-06,2.74271e-06,0.0668861,0.222388,0.4609,0.301454,0.307625,0.802655,0.37927,0.039262,2.3657e-06,2.57527e-06,0.14844,3.12832,4.75772,0.724352,7.23881e-07,0.000390606,0.0119391,0.159251,0.663746,0.563881,0.175525,0.491539,0.477935,0.131869,0.00178449,3.66071e-06,0.0312946,2.88118,5.86794,1.55414,0.000890125,1.1187e-06,0.00118575,0.0715918,0.431142,0.313315,0.0283871,0.124572,0.181842
5.944308390,0.138592,0.00565842,0.000277588,0.00161286,1.10192,5.57824,3.8511,0.219259,0.00224791,0.00816435,0.0670645,0.31365,0.465133,0.266178,0.281202,0.412837,0.120207,0.0073519,0.000205323,3.75503e-05,0.977867,5.94792,4.95823,0.361633,5.82121e-05,0.000361184,0.0390838,0.247792,0.527384,0.208568,0.180105,0.517377,0.268531,0.0468012,0.000735956,0.00413815,0.643814,5.03555,5.15037,0.50433,1.3301e-06,2.74271e-06,0.0675584,0.225986,0.466218,0.301454,0.307625,0.811139,0.387609,0.0401234,2.3657e-06,2.57527e-06,0.14844,3.18438,4.81991,0.729119,7.23881e-07,0.000390606,0.0119391,0.159755,0.666314,0.564307,0.175525,0.511414,0.509984,0.151518,0.00185789,3.66071e-06,0.0312946,2.95769,5.99599,1.5768,0.000890125,1.1187e-06,0.00118575,0.0725063,0.432153,0.313509,0.0283871,0.125548,0.182682
7.430385488,0.139576,0.00565842,0.000277588,0.00161286,1.10937,5.66359,3.92489,0.224303,0.00224791,0.00816435,0.0672939,0.314804,0.465133,0.297789,0.340208,0.439864,0.120696,0.0073519,0.000205323,3.75503e-05,0.979218,6.01589,5.03247,0.370176,5.82121e-05,0.000361184,0.0395775,0.250644,0.527388,0.259207,0.276905,0.562827,0.268549,0.0468012,0.000735956,0.00413815,0.644014,5.0473,5.17643,0.508581,1.3301e-06,2.74271e-06,0.0675584,0.230106,0.468026,0.316999,0.343394,0.833734,0.387609,0.0401234,2.3657e-06,0.00364283,0.152586,3.18813,4.82657,0.72967,0.000362655,0.000390606,0.0119391,0.159755,0.668597,0.580966,0.189959,0.512331,0.51039,0.151518,0.00185789,3.66071e-06,0.0317319,2.96323,6.01338,1.57745,0.000890125,1.1187e-06,0.00118575,0.0725284,0.432265,0.332425,0.0492175,0.128691,0.182959
8.916462585,0.191982,0.00565842,0.000277588,0.00161286,1.13818,5.73999,3.96862,0.224303,0.00224791,0.013717,0.0703827,0.319088,0.533186,0.385701,0.353851,0.464953,0.152591,0.0073519,0.000205323,3.75503e-05,1.01967,6.13215,5.11671,0.372334,5.82121e-05,0.0113439,0.0540739,0.252122,0.559167,0.306377,0.285286,0.562856,0.277551,0.0520738,0.000735956,0.00413815,0.679555,5.19848,5.30131,0.524242,1.3301e-06,0.00638255,0.0764224,0.231014,0.468026,0.316999,0.343394,0.83378,0.394864,0.045765,2.3657e-06,0.00364283,0.165291,3.36437,5.0849,0.819623,0.000362655,0.000390606,0.0119391,0.159755,0.668597,0.580966,0.189959,0.512339,0.521972,0.161077,0.00185789,3.66071e-06,0.0317319,3.16954,6.3703,1.72447,0.000890125,1.1187e-06,0.00118575,0.0727078,0.432605,0.332425,0.0492175,0.128692,0.185077
10.402539683,0.210488,0.018237,0.000822423,0.00161286,1.14304,5.8087,4.02167,0.232493,0.0157443,0.0285401,0.0703827,0.331281,0.533186,0.410335,0.412697,0.482208,0.16078,0.0188488,0.00262549,3.75503e-05,1.02466,6.20426,5.17699,0.380436,0.000905762,0.0195435,0.0594496,0.277298,0.574922,0.361418,0.369538,0.607471,0.313814,0.0530832,0.0019537,0.00413815,0.684942,5.24704,5.3856,0.557497,1.3301e-06,0.00638255,0.0764224,0.261071,0.507404,0.391723,0.378263,0.8446,0.404236,0.054466,0.00102143,0.0304659,0.196838,3.41961,5.14504,0.826795,0.00117667,0.00761723,0.0225776,0.164376,0.679638,0.602034,0.211508,0.519532,0.538932,0.170401,0.00376042,3.66071e-06,0.0440918,3.21948,6.42988,1.73884,0.00535548,0.0241579,0.00482981,0.0782823,0.43761,0.359584,0.0731155,0.140359,0.192085
11.888616780,0.210488,0.018237,0.000822423,0.00161286,1.16771,5.88694,4.07577,0.232493,0.0157443,0.0285401,0.0730055,0.335802,0.596688,0.532089,0.490807,0.484315,0.161191,0.0259486,0.00741482,3.75503e-05,1.05292,6.34343,5.29422,0.380436,0.00356133,0.0246097,0.0727294,0.298952,0.602889,0.416439,0.418168,0.613844,0.318696,0.055554,0.0019537,0.00413815,0.698028,5.35789,5.49711,0.557944,1.3301e-06,0.00638255,0.103203,0.308333,0.527397,0.408309,0.412346,0.855148,0.410684,0.0568346,0.00102143,0.0304659,0.198658,3.46483,5.22729,0.850757,0.0333181,0.0280594,0.0325897,0.18722,0.690751,0.638355,0.26775,0.53424,0.562136,0.193127,0.00376042,3.66071e-06,0.0440918,3.24433,6.50648,1.74585,0.00535548,0.0241579,0.00482981,0.0873098,0.443959,0.408815,0.15549,0.163829,0.205396
